,Frequency,Z real,Z imag,Fit real,Fit imag,Dataset,sample_name,material_name,height,diameter
0,2000039.0,-959.454,15221.76,3262.5595872100944,17641.404694296783,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
1,1588711.0,-1445.583,19715.77,4061.8723786376263,21699.02157824614,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
2,1261992.0,143.61,23950.16,5069.442856971607,26684.610638704133,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
3,1002539.0,-540.7319,32124.45,6345.4130643323015,32807.41349130191,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
4,796289.1,280.1052,40884.99,7969.868162959504,40322.12174541573,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
5,632460.9,1891.168,53967.2,10050.419065652675,49537.691013884774,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
6,502382.8,2483.334,63609.84,12732.937817965307,60827.16301603269,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
7,399257.8,6802.538,80703.2,16216.771126282263,74638.0742397082,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
8,316992.2,10328.02,94672.04,20776.25155242907,91502.50469828417,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
9,251835.9,20396.07,123704.0,26790.91557344887,112044.89940569126,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
10,200039.1,27267.55,150152.0,34787.42603167541,136984.23034898957,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
11,159023.4,134864.0,188389.8,45496.50649108888,167124.50160631494,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
12,126210.9,37186.86,225566.8,59927.57953374651,203323.59611528844,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
13,100429.7,73834.92,277284.3,79460.92439718622,246424.6759066538,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
14,79804.69,103930.5,324734.5,105949.58251288788,297127.09388584486,"(85, 1)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
