,Frequency,Z real,Z imag,Fit real,Fit imag,Dataset,sample_name,material_name,height,diameter
0,2000039.0,-1831.434,15963.68,25870.817851027878,161902.55858545032,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
1,1588711.0,-2459.648,20629.63,31938.53857845775,199752.8542905742,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
2,1261992.0,-2599.064,26326.96,39437.40669732296,246450.73304237955,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
3,1002539.0,-2461.042,34496.91,48708.93850279485,304063.26972783083,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
4,796289.1,-2327.224,44394.57,60178.156937025735,375139.83566294255,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
5,632460.9,-2144.499,55288.46,74375.02981693602,462824.27728273417,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
6,502382.8,-2203.485,70124.85,91961.91752823131,570992.9950995606,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
7,399257.8,-955.247,88655.99,113768.9531867717,704424.7975082592,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
8,316992.2,-2665.591,110053.5,140839.9958263321,869009.6768883858,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
9,251835.9,2797.645,138233.9,174492.82010785077,1072005.1687312205,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
10,200039.1,-5214.104,176769.2,216398.67548877667,1322350.7306816995,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
11,159023.4,3342.221,222478.2,268688.4723072939,1631052.6242771323,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
12,126210.9,4238.519,273902.2,334095.9397236716,2011654.071650124,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
13,100429.7,5626.673,347430.2,416152.6041589089,2480807.902565075,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
14,79804.69,8763.319,439867.5,519456.0205153496,3058971.2957063406,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
15,63398.44,14768.07,541732.1,650042.3159829584,3771244.1306629297,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
16,50273.44,25027.01,684832.8,815908.1595930961,4648373.103161703,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
17,39960.94,21457.22,860996.8,1027747.6920811599,5727941.649418819,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
18,31757.81,39220.59,1116100.0,1299999.3844832308,7055758.249655906,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
19,25195.31,59620.79,1370472.0,1652339.6532919917,8687438.208699938,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
20,20039.06,76074.98,1719010.0,2111818.32710923,10690138.510067625,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
21,16054.69,-4708.984,2083615.0,2715909.3823089246,13144338.093223222,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
22,12773.44,270812.3,2678229.0,3516849.5036708955,16145434.017316287,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
23,9946.65,385939.1,3369777.0,4587748.724967042,19804710.53199653,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
24,7888.72,407712.7,3924322.0,6031051.030926649,24248876.88238121,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
25,6288.11,756508.9,5506074.0,7989918.518902725,29616783.876915302,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
26,5039.063,573367.8,6489873.0,10662832.721927168,36051036.837150075,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
27,4001.524,806638.3,8111938.0,14320799.832867812,43681001.12922108,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
28,3161.337,1166383.0,10111700.0,19324409.67849744,52592363.76178795,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
29,2507.267,1819520.0,12615890.0,26133812.95918396,62777824.064133875,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
30,1979.167,2452658.0,15936690.0,35297910.20921377,74065772.56366016,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
31,1598.011,3386516.0,19047270.0,47401045.63468029,86032866.66194063,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
32,1257.622,4197879.0,23765570.0,62942685.0914083,97926447.57487096,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
33,1004.464,6401212.0,28957180.0,82141917.93471166,108651703.89683053,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
34,800.3049,9322547.0,35420550.0,104708803.46294343,116895706.18409973,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
35,631.0096,12697460.0,42884810.0,129696886.95346902,121424022.49000898,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
36,498.6702,17870390.0,51671440.0,155579022.87529698,121472647.04023549,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
37,397.2458,25266080.0,60319400.0,180591338.34935904,117037219.02573739,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
38,319.6023,35731730.0,71956390.0,203201412.21450278,108875004.1922195,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
39,251.1161,43973860.0,83293390.0,222454969.26339984,98218298.78391148,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
40,200.8929,51528860.0,89219720.0,238055010.9238354,86382429.1555446,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
41,158.0056,80885810.0,115086800.0,250216232.18958512,74467274.91893883,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
42,126.6892,90064920.0,113813700.0,259436537.82704654,63231250.27259893,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
43,99.734,113394900.0,141485900.0,266300770.9490516,53102960.61392707,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
44,79.44915,154336200.0,121967300.0,271359488.18040615,44258437.53244963,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
45,63.34459,-307307200.0,20530220.0,275075006.8927342,36708703.228967704,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
46,49.86702,218719900.0,18239950.0,277810252.3300202,30371407.975503504,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
47,39.72458,197427100.0,109521300.0,279838613.4113558,25120463.866805162,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
48,31.88775,228478800.0,85457830.0,281361006.1510391,20816758.23800463,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
49,24.93351,229605800.0,77290980.0,282523144.1639822,17325371.458768774,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
50,19.94681,251436000.0,67284580.0,283430230.78627145,14524152.342090469,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
51,15.94388,264148500.0,42475080.0,284158444.0402603,12307174.12668193,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
52,12.40079,266824000.0,48221220.0,284763503.4680236,10585369.659104267,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
53,9.91015,273876200.0,33566640.0,285286893.1852895,9285748.51243984,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
54,7.971939,275363300.0,33736050.0,285760322.15206254,8350010.443453984,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
55,6.351626,278002000.0,29927390.0,286208910.01985127,7733007.005128763,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
56,5.095109,279003600.0,30186500.0,286653475.6842547,7401289.253853414,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
57,4.040948,280991700.0,22997920.0,287112206.8901774,7331857.8953917,"(30, 3)",AC026_20241210_NewFinal,Li$_{2}$ZnCl$_4$,1.065,6
