Frequency,Z real,Z imag,Fit real,Fit imag,Dataset,Circuit,sample_name,material_name,height,diameter
2000039.0,2965.763,931.1603,2929.008543645574,906.6258320863362,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1588711.0,3054.922,772.2785,3042.010295312834,769.4514588619489,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1261992.0,3147.173,659.5224,3125.446302380876,645.908241858223,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1002539.0,3171.273,533.1428,3186.3690232791423,538.4227462195315,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
796289.1,3193.984,435.878,3230.6965315469,447.2367874654037,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
632460.9,3245.99,375.5318,3263.0520918687444,371.37002320709183,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
502382.8,3261.548,320.4842,3286.895192405826,309.28409100064937,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
399257.8,3285.512,272.3712,3304.7506066995866,259.29013206921553,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
316992.2,3288.679,234.7215,3318.4388202031996,219.77519556820982,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
251835.9,3312.951,195.5934,3329.2704568952277,189.3145304652785,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
200039.1,3315.627,176.8871,3338.1970789707757,166.71779276854926,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
159023.4,3334.731,158.8985,3345.9230004986835,151.04008349541203,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
126210.9,3320.292,140.6502,3352.9863196221268,141.57645630927252,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
100429.7,3346.223,156.8844,3359.817228164233,137.85063766564588,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
79804.69,3358.668,159.323,3366.780268254887,139.60395015501808,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
63398.44,3367.387,170.6871,3374.205645383842,146.78771136842687,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
50273.44,3380.308,183.2759,3382.4133679286256,159.56090663160805,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
39960.94,3396.023,203.637,3391.732956998958,178.2941984106988,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
31757.81,3411.059,227.1186,3402.520734686599,203.58103233483953,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
25195.31,3430.906,248.6666,3415.176197752938,236.2565521884219,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
20039.06,3451.745,288.6795,3430.1586612970923,277.4251447755612,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
16054.69,3472.689,333.8073,3448.0051672333434,328.4976477519038,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
12773.44,3497.621,392.3445,3469.350561736828,391.2395444607626,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
9946.65,3529.654,465.7684,3494.950631079519,467.83183119710026,"(30, 26)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
