Frequency,Z real,Z imag,Fit real,Fit imag,Dataset,Circuit,sample_name,material_name,height,diameter
2000039.0,2983.104,933.5942,2945.3828726331376,915.8388974128546,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1588711.0,3067.085,784.0694,3057.208227704313,772.7266898601854,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1261992.0,3130.514,638.7678,3138.3736946053336,644.9293879846471,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1002539.0,3183.483,534.6276,3196.6174684613316,534.6906486350132,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
796289.1,3215.484,456.5832,3238.280876262864,441.94392908658534,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
632460.9,3238.598,377.5802,3268.211024801671,365.3952905901412,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
502382.8,3263.896,305.6044,3289.9621031761467,303.2398348282539,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
399257.8,3286.836,281.095,3306.079383952849,253.582592767347,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
316992.2,3297.993,234.4399,3318.366183528344,214.66041301109698,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
251835.9,3319.927,189.1057,3328.1002149239907,184.9436738713595,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
200039.1,3321.068,154.4032,3336.1964931833504,163.17137308424782,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
159023.4,3319.623,177.5251,3343.3252572048605,148.3525940895476,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
126210.9,3368.126,156.2486,3349.9956962746433,139.753450012297,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
100429.7,3356.15,157.6564,3356.6151355961374,136.88005898270382,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
79804.69,3365.593,160.6852,3363.531277665112,139.46315603785672,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
63398.44,3376.094,169.5222,3371.063121308718,147.44721978311654,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
50273.44,3389.436,183.7338,3379.5245968287204,160.98557144881804,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
39960.94,3402.093,200.6694,3389.2437915598125,180.44223092758435,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
31757.81,3418.691,227.4182,3400.5798291178726,206.4010635997419,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
25195.31,3440.544,249.9316,3413.9389248550183,239.68274066291087,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
20039.06,3459.576,290.0481,3429.7907973111783,281.37016532645896,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
16054.69,3480.061,334.875,3448.686415627979,332.8432367448262,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
12773.44,3506.187,391.002,3471.2779669221786,395.82410960804344,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
9946.65,3538.154,467.4344,3498.3419093825255,472.43445253148985,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
7888.72,3572.185,551.4998,3530.8060199782462,565.2666151168305,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
6288.11,3611.056,648.874,3569.781440942955,677.4710904873355,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
5039.063,3653.961,764.6675,3616.6008727225717,812.863220702035,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
4001.524,3703.821,908.7117,3672.864252991744,976.052754370664,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
3161.337,3761.442,1087.122,3740.4935050554845,1172.6006508619837,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
2507.267,3825.712,1300.817,3821.7982407061895,1409.2084601646222,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1979.167,3899.738,1565.999,3919.5546713378562,1693.9467234888186,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1598.011,3975.28,1856.854,4037.100428519587,2036.5301751611216,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1257.622,4068.912,2254.216,4178.448535983577,2448.6491268809746,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1004.464,4167.82,2712.619,4348.424427160928,2944.368335669763,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
800.3049,4278.886,3280.558,4552.830688010387,3540.6069624631377,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
631.0096,4410.216,4016.353,4798.645150580316,4257.7159980439465,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
498.6702,4558.771,4923.883,5094.259100694644,5120.1728614915955,"(30, 27)",R-RQ-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
