Frequency,Z real,Z imag,Fit real,Fit imag,Dataset,Circuit,sample_name,material_name,height,diameter
2000039.0,204.9324,9.142883,210.41685791765974,1.6226160735180335,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1588711.0,204.4688,8.85282,210.5072200939577,1.9743501139679773,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1261992.0,204.3281,8.473289,210.61717005438516,2.402329445728898,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1002539.0,204.7469,8.494019,210.7509538375262,2.923081739650211,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
796289.1,205.4387,8.720581,210.91373789458225,3.556717365250467,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
632460.9,205.9165,9.3098,211.11180860696214,4.327706011323518,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
502382.8,206.5531,10.31339,211.35281505324554,5.265821654380119,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
399257.8,207.28,11.45731,211.6460644006744,6.407292367639018,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
316992.2,208.1352,13.05097,212.0028813285764,7.7961993737970054,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
251835.9,209.259,15.00714,212.43704536390587,9.486179370083844,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
200039.1,210.616,17.33445,212.9653230178891,11.542495865851306,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
159023.4,212.1263,20.08551,213.6081152737843,14.044559523442443,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
126210.9,213.8369,23.40614,214.3902454303856,17.088994832658702,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
100429.7,215.8999,27.08363,215.34191772614656,20.793371547408768,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
79804.69,218.0617,31.52433,216.4998837639919,25.30074498485412,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
63398.44,220.7165,36.93943,217.90886178171496,30.785180523953677,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
50273.44,223.701,43.37283,219.6232635772294,37.45847564803962,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
39960.94,227.0698,50.94688,221.7092957789332,45.57833912271534,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
31757.81,230.8881,60.00237,224.2475166078723,55.45834317190018,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
25195.31,235.2601,70.90916,227.33594686853567,67.48003298433984,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
20039.06,240.1866,83.86452,231.09385530827046,82.10766119451583,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
16054.69,245.5529,98.8557,235.66636452801788,99.90611635293574,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
12773.44,251.8046,117.4597,241.23005531505353,121.56273774600048,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
9946.65,259.5143,142.2934,247.9997858253955,147.91385900837898,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
7888.72,267.6193,170.5151,256.2369889585108,179.97710558694942,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
6288.11,276.5041,204.2227,266.2597683516567,218.99069331712272,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
5039.063,286.3604,244.1118,278.4551828801407,266.4612457407555,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
4001.524,297.8778,295.0831,293.29419406532816,324.2219767709357,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
3161.337,311.4068,359.3183,311.34985362817645,394.5034855970246,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
2507.267,326.8996,437.3454,333.319433553751,480.01989778181184,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1979.167,345.4534,535.8444,360.0513532837478,584.0736791406406,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1598.011,365.3196,645.0634,392.57794390913995,710.683170096309,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1257.622,391.8041,795.1846,432.15531464786227,864.7377656210435,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
1004.464,421.6709,968.966,480.3118611679106,1052.186733491859,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
800.3049,458.1345,1184.384,538.9072890463126,1280.2689626272595,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
631.0096,504.1656,1462.283,610.2044317270825,1557.7925139077627,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
498.6702,560.0195,1803.166,696.9566364381895,1895.474769150977,"(95, 29)",R-Q,AC048_R-Q_HighTemp,Li$_{2}$ZrCl$_6$,1.285,6
