-6.273351e-001,0.000000e+000
3.369140e-001,3.022138e-001
1.301163e+000,7.782608e-001
2.265412e+000,9.311219e-001
3.229661e+000,4.950294e-001
4.193911e+000,8.658096e-001
5.158160e+000,5.144291e-001
6.122409e+000,3.919210e-001
7.086658e+000,5.998738e-001
8.050907e+000,1.058216e+000
9.015156e+000,1.099627e+000
9.979405e+000,3.272250e-001
1.094365e+001,4.902195e-001
1.190790e+001,1.142834e+000
1.287215e+001,1.118124e+000
1.383640e+001,1.345293e+000
1.480065e+001,1.384329e+000
1.576490e+001,1.212020e+000
1.672915e+001,1.182523e+000
1.769340e+001,1.451226e+000
1.865765e+001,1.505114e+000
1.962190e+001,1.235339e+000
2.058615e+001,6.782594e-001
2.155039e+001,4.059022e-001
2.251464e+001,2.749052e-001
2.347889e+001,2.299074e-001
2.444314e+001,5.087504e-001
2.540739e+001,6.182213e-001
2.637164e+001,6.233966e-001
2.733589e+001,5.269868e-001
2.830014e+001,4.605641e-001
2.926439e+001,1.135401e+000
3.022864e+001,1.321572e+000
3.119289e+001,8.512554e-001
3.215714e+001,4.734751e-001
3.312138e+001,1.021441e+000
3.408563e+001,1.308335e+000
3.504988e+001,4.270278e-001
3.601413e+001,4.182127e-001
3.697838e+001,4.395187e-001
3.794263e+001,6.619580e-001
3.890688e+001,1.347179e+000
3.987113e+001,9.019542e-001
4.083538e+001,1.442895e+000
4.179963e+001,6.266735e-001
4.276387e+001,1.058300e+000
4.372813e+001,1.076885e+000
4.469238e+001,1.085471e+000
4.565662e+001,4.324202e-001
4.662087e+001,7.361744e-001
4.758512e+001,1.236502e+000
4.854937e+001,8.640729e-001
4.951362e+001,3.291884e-001
5.047787e+001,4.767818e-001
5.144212e+001,1.186815e-001
5.240637e+001,1.142038e+000
5.337062e+001,8.944582e-001
5.433487e+001,1.066459e+000
5.529911e+001,1.230922e+000
5.626336e+001,7.302578e-001
5.722761e+001,8.205702e-001
5.819186e+001,1.346025e+000
5.915611e+001,1.690431e+000
6.012036e+001,9.565842e-001
6.108461e+001,1.148009e+000
6.204886e+001,1.989939e+000
6.301311e+001,1.957679e+000
6.397736e+001,1.461008e+000
6.494160e+001,6.729133e-001
6.590585e+001,9.051406e-001
6.687010e+001,8.185404e-001
6.783435e+001,2.767911e-001
6.879860e+001,9.591359e-001
6.976285e+001,2.588124e-001
7.072710e+001,3.030173e-001
7.169135e+001,5.385814e-001
7.265560e+001,8.408051e-001
7.361985e+001,6.253317e-001
7.458410e+001,1.222040e+000
7.554835e+001,4.316938e-001
7.651260e+001,4.693886e-001
7.747684e+001,1.117665e+000
7.844109e+001,1.035773e+000
7.940534e+001,1.106257e+000
8.036959e+001,1.163312e+000
8.133384e+001,8.114882e-001
8.229809e+001,1.921409e-002
8.326234e+001,4.465665e-001
8.422659e+001,7.654672e-001
8.519083e+001,2.740268e-001
8.615509e+001,1.430869e-001
8.711934e+001,6.094919e-001
8.808359e+001,4.224683e-001
8.904784e+001,1.524387e+000
9.001208e+001,1.515251e+000
9.097633e+001,1.601109e+000
9.194058e+001,1.432374e+000
9.290483e+001,1.461613e+000
9.386908e+001,8.351561e-001
9.483333e+001,5.120324e-001
9.579758e+001,8.906654e-001
9.676183e+001,6.702225e-001
9.772607e+001,6.759547e-001
9.869032e+001,5.364709e-001
9.965457e+001,2.538835e-001
1.006188e+002,6.910905e-001
1.015831e+002,3.067791e-001
1.025473e+002,9.694558e-001
1.035116e+002,1.550341e+000
1.044758e+002,1.249255e+000
1.054401e+002,1.535918e+000
1.064043e+002,1.030575e+000
1.073686e+002,1.067226e+000
1.083328e+002,3.862663e-001
1.092971e+002,1.561863e+000
1.102613e+002,1.816859e+000
1.112256e+002,1.037090e+000
1.121898e+002,4.397353e-001
1.131541e+002,9.950657e-002
1.141183e+002,6.148415e-001
1.150826e+002,7.118414e-001
1.160468e+002,8.352615e-001
1.170111e+002,6.961778e-001
1.179753e+002,1.002088e+000
1.189396e+002,1.457437e+000
1.199038e+002,6.398535e-001
1.208681e+002,9.058829e-001
1.218323e+002,1.191604e+000
1.227966e+002,1.201722e+000
1.237608e+002,1.117463e+000
1.247251e+002,6.511120e-001
1.256893e+002,3.889484e-001
1.266535e+002,1.113846e+000
1.276178e+002,8.251376e-001
1.285820e+002,8.437840e-001
1.295463e+002,3.487153e-001
1.305105e+002,5.764740e-001
1.314748e+002,1.988685e+000
1.324390e+002,8.517844e+000
1.334033e+002,7.055200e+000
1.343675e+002,1.031153e+000
1.353318e+002,2.079700e-001
1.362960e+002,3.097790e-001
1.372603e+002,5.830937e-001
1.382245e+002,1.054578e+000
1.391888e+002,9.401594e-001
1.401530e+002,3.702430e-001
1.411173e+002,1.291887e+000
1.420815e+002,1.554049e+000
1.430458e+002,8.447354e-001
1.440100e+002,5.263740e-001
1.449743e+002,1.186288e+000
1.459385e+002,1.874338e-001
1.469028e+002,8.062327e-001
1.478670e+002,2.727400e-001
1.488313e+002,9.833471e-001
1.497955e+002,8.196335e-001
1.507598e+002,1.784115e-001
1.517240e+002,1.040658e+000
1.526883e+002,7.406326e-001
1.536525e+002,6.196883e-001
1.546168e+002,7.363152e-001
1.555810e+002,1.387312e+000
1.565453e+002,2.039987e+000
1.575095e+002,1.365083e+000
1.584738e+002,1.342768e+000
1.594380e+002,3.278798e+001
1.604023e+002,1.515001e+002
1.613665e+002,2.255573e+002
1.623308e+002,1.071226e+002
1.632950e+002,8.915603e+000
1.642593e+002,1.510429e+000
1.652235e+002,1.619289e+000
1.661878e+002,1.414721e+000
1.671520e+002,3.613689e-001
1.681163e+002,8.596575e-001
1.690805e+002,6.137288e-001
1.700448e+002,7.317752e-001
1.710090e+002,1.734821e+000
1.719733e+002,1.004281e+001
1.729375e+002,9.917395e+000
1.739018e+002,2.069429e+000
1.748660e+002,2.778123e-001
1.758303e+002,2.187377e-001
1.767945e+002,9.746707e-001
