,Frequency,Z real,Z imag,Fit real,Fit imag,Dataset,sample_name,material_name,height,diameter
0,2000039.0,1894.709,392.4355,1845.9207142085695,338.04085484290175,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
1,1588711.0,1932.967,332.7727,1891.4874550243112,307.53794417564967,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
2,1261992.0,1967.998,282.065,1931.6148086699145,278.68608606973754,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
3,1002539.0,1992.382,240.7519,1966.8319431286109,251.8496087608214,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
4,796289.1,2007.132,202.27,1997.6760622503293,227.2733651795988,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
5,632460.9,2022.612,174.3833,2024.6703390640798,205.10760342847263,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
6,502382.8,2032.739,147.7312,2048.3101458106357,185.43266444575914,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
7,399257.8,2040.748,132.2086,2069.055789233379,168.28188751120922,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
8,316992.2,2048.944,118.9155,2087.3300475367287,153.6619833498074,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
9,251835.9,2058.366,101.2186,2103.519068917571,141.57074766538494,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
10,200039.1,2064.712,98.5966,2117.975511901008,132.01237479033884,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
11,159023.4,2072.364,98.5041,2131.023116342412,125.01084953283797,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
12,126210.9,2079.003,103.9086,2142.9621588938858,120.6220011470903,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
13,100429.7,2088.048,110.3794,2154.0754588553677,118.94484227035795,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
14,79804.69,2097.116,119.6829,2164.634762892346,120.13282126349392,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
15,63398.44,2107.422,132.2283,2174.9074587951,124.40561169557432,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
16,50273.44,2119.467,148.1097,2185.1636593852704,132.06206272876653,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
17,39960.94,2133.404,167.746,2195.6837673521254,143.4949483772273,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
18,31757.81,2149.721,190.6941,2206.7666883456955,159.20818810122503,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
19,25195.31,2168.641,218.4955,2218.7389096883726,179.83727016764567,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
20,20039.06,2189.945,250.4911,2231.9647109136813,206.17369613217,"(95.0, 2)",AC_108_1_250lbs,Li$_{1.73}$Zn$_{0.6}$Zr$_{0.27}$Cl$_4$,1.761,6
