'y-axis saved as y
'x,NOM_9999_AC044_1_25_ftfrgr.xye,Ycalc,Diff
3.24,-0.609096125,-0.722332369,0.113236244
3.25,-0.576258875,-0.698752011,0.122493136
3.26,-0.537061125,-0.670621221,0.133560096
3.27,-0.490812875,-0.6375089,0.146696025
3.28,-0.436920125,-0.598955687,0.162035562
3.29,-0.37489025,-0.554471768,0.179581518
3.3,-0.304340125,-0.503539092,0.199198967
3.31,-0.224997875,-0.445612784,0.220614909
3.32,-0.136708,-0.380128839,0.243420839
3.33,-0.039423625,-0.306512648,0.267089023
3.34,0.066796375,-0.224191806,0.290988181
3.35,0.1817995,-0.132612124,0.314411624
3.36,0.305341625,-0.0312565661,0.336598191
3.37,0.437103375,0.0803337064,0.356769669
3.38,0.576692125,0.202536557,0.374155568
3.39,0.723651625,0.335624905,0.38802672
3.4,0.877473125,0.479742618,0.397730507
3.41,1.037593,0.634881866,0.402711134
3.42,1.20339537,0.800861306,0.402534069
3.43,1.37421937,0.977308332,0.396911043
3.44,1.54935687,1.16364404,0.385712831
3.45,1.72803425,1.35907327,0.368960983
3.46,1.90943912,1.56257964,0.34685948
3.47,2.09268562,1.77292653,0.319759096
3.48,2.27682687,1.98866401,0.288162864
3.49,2.46086112,2.20814212,0.252719005
3.5,2.64371362,2.42952997,0.214183651
3.51,2.82424762,2.6508408,0.173406825
3.52,3.00125112,2.86996205,0.131289077
3.53,3.17349137,3.08469001,0.0888013653
3.54,3.33966087,3.29276804,0.0468928367
3.55,3.49843062,3.49192739,0.0065032385
3.56,3.64847275,3.67992941,-0.031456659
3.57,3.78844,3.85460815,-0.0661681467
3.58,3.9170265,4.01391194,-0.0968854378
3.59,4.03296762,4.15594326,-0.122975639
3.6,4.13509475,4.27899522,-0.143900472
3.61,4.2223015,4.38158435,-0.159282849
3.62,4.29361312,4.46247839,-0.168865266
3.63,4.34821375,4.52071872,-0.172504969
3.64,4.38542837,4.5556367,-0.170208323
3.65,4.40476675,4.56686393,-0.162097181
3.66,4.40593463,4.55433616,-0.148401534
3.67,4.38883163,4.51829084,-0.129459214
3.68,4.3535715,4.45925865,-0.10568715
3.69,4.30045488,4.37804953,-0.0775946533
3.7,4.22999613,4.27573357,-0.0457374423
3.71,4.14291275,4.15361754,-0.010704795
3.72,4.0400655,4.0132178,0.0268476982
3.73,3.922521,3.85622972,0.0662912811
3.74,3.79145813,3.68449617,0.106961951
3.75,3.64818538,3.49997316,0.148212215
3.76,3.49411475,3.30469667,0.189418081
3.77,3.33071913,3.10074825,0.229970872
3.78,3.1595165,2.89022244,0.269294059
3.79,2.9820695,2.67519546,0.306874037
3.8,2.79990063,2.45769598,0.34220465
3.81,2.614532,2.23967839,0.374853613
3.82,2.42744788,2.02299919,0.404448688
3.83,2.24005125,1.80939642,0.430654833
3.84,2.0536755,1.60047197,0.45320353
3.85,1.86955563,1.39767865,0.471876979
3.86,1.68882913,1.20230782,0.486521301
3.87,1.51253388,1.01548536,0.497048514
3.88,1.34157863,0.838164669,0.503413956
3.89,1.17677175,0.671128817,0.505642933
3.9,1.018798,0.514990999,0.503807001
3.91,0.868234125,0.370200036,0.498034089
3.92,0.725546125,0.237047383,0.488498742
3.93,0.591095125,0.115676411,0.475418714
3.94,0.4651455,0.00609312666,0.459052373
3.95,0.347869125,-0.0918217203,0.439690845
3.96,0.2393515,-0.178299292,0.417650792
3.97,0.13959725,-0.253669479,0.393266729
3.98,0.04854125,-0.318346288,0.366887538
3.99,-0.033945,-0.372814794,0.338869794
4,-0.108053,-0.417617085,0.309564085
4.01,-0.1740245,-0.453340071,0.279315571
4.02,-0.232154875,-0.480602642,0.248447767
4.03,-0.282771,-0.500046326,0.217275326
4.04,-0.3262455,-0.512324914,0.186079414
4.05,-0.3629765,-0.518097234,0.155120734
4.06,-0.393394125,-0.518020431,0.124626306
4.07,-0.417950375,-0.512744544,0.0947941689
4.08,-0.437112625,-0.502908722,0.0657960972
4.09,-0.451368625,-0.489139051,0.0377704261
4.1,-0.46121425,-0.47204769,0.01083344
4.11,-0.4671505,-0.452229351,-0.0149211487
4.12,-0.469683375,-0.430266791,-0.0394165841
4.13,-0.469321125,-0.406725324,-0.0625958011
4.14,-0.46656075,-0.382158768,-0.0844019817
4.15,-0.4618995,-0.357106792,-0.104792708
4.16,-0.455817,-0.332095905,-0.123721095
4.17,-0.448780875,-0.307639051,-0.141141824
4.18,-0.441243875,-0.284234991,-0.157008884
4.19,-0.433632,-0.262365317,-0.171266683
4.2,-0.42635225,-0.24249308,-0.18385917
4.21,-0.419783,-0.225058175,-0.194724825
4.22,-0.414274375,-0.210473443,-0.203800932
4.23,-0.410148,-0.199119615,-0.211028385
4.24,-0.40768925,-0.191339579,-0.216349671
4.25,-0.407148125,-0.187432349,-0.219715776
4.26,-0.40874025,-0.187647462,-0.221092788
4.27,-0.41264775,-0.192179442,-0.220468308
4.28,-0.41900675,-0.201162724,-0.217844026
4.29,-0.427924875,-0.214667503,-0.213257372
4.3,-0.439462875,-0.232696946,-0.206765929
4.31,-0.45365025,-0.255185076,-0.198465174
4.32,-0.470476125,-0.281997119,-0.188479006
4.33,-0.4898985,-0.31293042,-0.17696808
4.34,-0.511841125,-0.347717723,-0.164123402
4.35,-0.536197625,-0.386031804,-0.150165821
4.36,-0.562835375,-0.427491755,-0.13534362
4.37,-0.59159475,-0.471670672,-0.119924078
4.38,-0.62230125,-0.518104488,-0.104196762
4.39,-0.654760125,-0.56630171,-0.0884584148
4.4,-0.688762625,-0.615753825,-0.0730088002
4.41,-0.72409075,-0.665945853,-0.0581448975
4.42,-0.760527125,-0.716366965,-0.0441601599
4.43,-0.79784525,-0.766520663,-0.031324587
4.44,-0.83582125,-0.815934179,-0.0198870707
4.45,-0.874233375,-0.864167084,-0.0100662908
4.46,-0.91287175,-0.910818432,-0.0020533179
4.47,-0.95152475,-0.95553248,0.00400772987
4.48,-0.989986625,-0.998003116,0.00801649054
4.49,-1.02806925,-1.03797632,0.00990706646
4.5,-1.0655865,-1.0752511,0.00966459633
4.51,-1.10235625,-1.10967897,0.00732271979
4.52,-1.13820087,-1.14116195,0.00296107524
4.53,-1.17294975,-1.16964927,-0.00330047972
4.54,-1.20643812,-1.19513337,-0.0113047503
4.55,-1.23848987,-1.21764449,-0.0208453841
4.56,-1.26894062,-1.23724483,-0.0316957925
4.57,-1.29762625,-1.25402287,-0.0436033834
4.58,-1.32437162,-1.26808687,-0.0562847507
4.59,-1.34900962,-1.27955929,-0.0694503335
4.6,-1.371373,-1.28857098,-0.082802019
4.61,-1.3912975,-1.2952561,-0.0960413986
4.62,-1.4086275,-1.29974735,-0.108880154
4.63,-1.42321762,-1.30217285,-0.121044773
4.64,-1.43492887,-1.30265234,-0.132276534
4.65,-1.44364862,-1.3012954,-0.142353222
4.66,-1.44928125,-1.29819942,-0.151081827
4.67,-1.45175862,-1.29344864,-0.158309982
4.68,-1.4510385,-1.28711382,-0.163924679
4.69,-1.44711713,-1.27925171,-0.167865417
4.7,-1.44001813,-1.26990585,-0.170112279
4.71,-1.42980338,-1.25910619,-0.170697183
4.72,-1.41656475,-1.24687037,-0.169694383
4.73,-1.40043125,-1.23320391,-0.167227338
4.74,-1.38155875,-1.21810142,-0.163457332
4.75,-1.36012725,-1.2015458,-0.158581451
4.76,-1.33633813,-1.18351125,-0.152826872
4.77,-1.31040013,-1.16396121,-0.146438913
4.78,-1.2825325,-1.14285111,-0.139681386
4.79,-1.25294225,-1.12012861,-0.132813638
4.8,-1.221837,-1.09573418,-0.126102818
4.81,-1.18939513,-1.06960326,-0.119791867
4.82,-1.15577963,-1.04166725,-0.114112378
4.83,-1.12111175,-1.01185589,-0.109255863
4.84,-1.08549025,-0.980099616,-0.105390634
4.85,-1.04896475,-0.946332737,-0.102632013
4.86,-1.01155788,-0.91049671,-0.101061165
4.87,-0.973243875,-0.87254398,-0.100699895
4.88,-0.9339735,-0.832441606,-0.101531894
4.89,-0.893671625,-0.790176118,-0.103495507
4.9,-0.852239,-0.74575702,-0.10648198
4.91,-0.809573,-0.699221297,-0.110351703
4.92,-0.765565875,-0.650637475,-0.1149284
4.93,-0.720127625,-0.600108124,-0.120019501
4.94,-0.673188,-0.547773372,-0.125414628
4.95,-0.62471625,-0.49381232,-0.13090393
4.96,-0.574718875,-0.43844386,-0.136275015
4.97,-0.523263,-0.381927017,-0.141335983
4.98,-0.470472625,-0.324559251,-0.145913374
4.99,-0.41654175,-0.266674412,-0.149867338
5,-0.361723,-0.208639111,-0.153083889
5.01,-0.30634325,-0.150848392,-0.155494858
5.02,-0.250789125,-0.093720032,-0.157069093
5.03,-0.195505125,-0.03768836,-0.157816765
5.04,-0.140979875,0.0168027363,-0.157782611
5.05,-0.087743375,0.0693074079,-0.157050783
5.06,-0.03634375,0.119385192,-0.155728942
5.07,0.01265975,0.166609048,-0.153949298
5.08,0.05871875,0.210572566,-0.151853816
5.09,0.101302125,0.250897274,-0.149595149
5.1,0.13992425,0.287239056,-0.147314806
5.11,0.17414875,0.31929378,-0.14514503
5.12,0.203604625,0.346802402,-0.143197777
5.13,0.227996375,0.369554675,-0.1415583
5.14,0.247114375,0.387392077,-0.140277702
5.15,0.260838875,0.400209862,-0.139370987
5.16,0.2691415,0.407957138,-0.138815638
5.17,0.27208325,0.410637231,-0.138553981
5.18,0.269813375,0.408306073,-0.138492698
5.19,0.262563,0.40107016,-0.13850716
5.2,0.250632875,0.389083857,-0.138450982
5.21,0.2343875,0.372545835,-0.138158335
5.22,0.21423825,0.3516948,-0.13745655
5.23,0.19063025,0.326805189,-0.136174939
5.24,0.1640335,0.298182329,-0.134148829
5.25,0.134927125,0.266157441,-0.131230316
5.26,0.103780375,0.231082387,-0.127302012
5.27,0.071049125,0.193324396,-0.122275271
5.28,0.037162375,0.153260721,-0.116098346
5.29,0.002512875,0.111273307,-0.108760432
5.3,-0.032550875,0.0677436299,-0.100294505
5.31,-0.067724,0.0230471553,-0.0907711553
5.32,-0.10275175,-0.0224515695,-0.0803001805
5.33,-0.137430625,-0.0684035518,-0.0690270732
5.34,-0.1716025,-0.114480935,-0.057121565
5.35,-0.205164625,-0.160380573,-0.0447840523
5.36,-0.238043625,-0.205829219,-0.0322144057
5.37,-0.2702175,-0.250587157,-0.0196303426
5.38,-0.301688375,-0.294451454,-0.00723692121
5.39,-0.332492875,-0.337259316,0.00476644061
5.4,-0.362691,-0.378890178,0.0161991776
5.41,-0.39236275,-0.419267432,0.0269046817
5.42,-0.4216025,-0.458359438,0.0367569384
5.43,-0.450519625,-0.496179148,0.0456595235
5.44,-0.479234875,-0.532783288,0.0535484129
5.45,-0.507878625,-0.568270463,0.0603918382
5.46,-0.536590875,-0.6027778,0.0661869253
5.47,-0.56551325,-0.636477367,0.0709641173
5.48,-0.594804125,-0.669570919,0.0747667941
5.49,-0.624618125,-0.702284113,0.0776659883
5.5,-0.655121375,-0.734860052,0.0797386769
5.51,-0.686483375,-0.76755196,0.081068585
5.52,-0.718872,-0.800615566,0.0817435661
5.53,-0.752453125,-0.834301294,0.0818481693
5.54,-0.78739275,-0.86884647,0.0814537197
5.55,-0.823841625,-0.90446756,0.0806259353
5.56,-0.861938875,-0.9413529,0.079414025
5.57,-0.901794,-0.979656119,0.0778621186
5.58,-0.943498875,-1.01949062,0.0759917448
5.59,-0.987102,-1.06092446,0.0738224559
5.6,-1.0326125,-1.10397735,0.0713648504
5.61,-1.08000025,-1.14861755,0.0686172989
5.62,-1.12918162,-1.1947613,0.0655796713
5.63,-1.18001187,-1.2422728,0.0622609289
5.64,-1.23230387,-1.290966,0.0586621206
5.65,-1.28580425,-1.3406072,0.0548029456
5.66,-1.3402055,-1.39091901,0.0507135123
5.67,-1.39515537,-1.44158536,0.0464299897
5.68,-1.45025037,-1.49225607,0.042005694
5.69,-1.50506137,-1.5425537,0.0374923271
5.7,-1.55911512,-1.59207931,0.0329641843
5.71,-1.611926,-1.64042004,0.0284940369
5.72,-1.66298825,-1.68715406,0.024165814
5.73,-1.71181137,-1.73185821,0.0200468369
5.74,-1.75790425,-1.77411193,0.0162076848
5.75,-1.80079462,-1.8135036,0.0127089727
5.76,-1.84003887,-1.84963479,0.00959591907
5.77,-1.875231,-1.88212266,0.00689166419
5.78,-1.90600287,-1.91060423,0.00460135223
5.79,-1.932021,-1.93473621,0.00271521154
5.8,-1.95300262,-1.95419768,0.00119505396
5.81,-1.96869875,-1.96868924,-9.51110933e-006
5.82,-1.9789025,-1.97793319,-0.000969310489
5.83,-1.98344625,-1.98167199,-0.00177426328
5.84,-1.98217438,-1.97966644,-0.0025079339
5.85,-1.97496963,-1.97169582,-0.00327380537
5.86,-1.96172075,-1.95755278,-0.00416797414
5.87,-1.94231238,-1.93704493,-0.0052674474
5.88,-1.91663963,-1.9099896,-0.00665002494
5.89,-1.88457988,-1.87621437,-0.00836550347
5.9,-1.84600563,-1.8355567,-0.0104489218
5.91,-1.80077525,-1.7878601,-0.0129151466
5.92,-1.74871688,-1.73297833,-0.0157385459
5.93,-1.689661,-1.67077113,-0.0188898658
5.94,-1.62341413,-1.6011092,-0.0223049208
5.95,-1.54978288,-1.52387427,-0.0259086094
5.96,-1.46856888,-1.438962,-0.0296068725
5.97,-1.37958775,-1.34628556,-0.0333021882
5.98,-1.28267313,-1.24577833,-0.0368947909
5.99,-1.17769213,-1.13739993,-0.0402921959
6,-1.06455125,-1.02113937,-0.0434118765
6.01,-0.943210125,-0.897021958,-0.0461881669
6.02,-0.813683,-0.765113416,-0.0485695844
6.03,-0.676073125,-0.625526502,-0.0505466231
6.04,-0.53054325,-0.478427445,-0.0521158053
6.05,-0.377357875,-0.324039886,-0.053317989
6.06,-0.216851375,-0.162652627,-0.0541987481
6.07,-0.04946575,0.00537743601,-0.054843186
6.08,0.12429,0.179618813,-0.0553288128
6.09,0.3038005,0.359562605,-0.0557621054
6.1,0.48838875,0.544619012,-0.0562302623
6.11,0.67728425,0.734115849,-0.056831599
6.12,0.869673125,0.927297972,-0.0576248466
6.13,1.06466087,1.12332762,-0.0586667446
6.14,1.26132012,1.32128683,-0.0599667092
6.15,1.458671,1.5201814,-0.061510405
6.16,1.655696,1.71894665,-0.06325065
6.17,1.85137687,1.91645453,-0.0650776536
6.18,2.04465137,2.11152326,-0.0668718878
6.19,2.23446112,2.3029276,-0.0684664788
6.2,2.41973337,2.48941188,-0.0696785006
6.21,2.59941825,2.66970377,-0.0702855242
6.22,2.77243975,2.84252928,-0.0700895262
6.23,2.93775512,3.00663007,-0.0688749477
6.24,3.09432912,3.16077868,-0.0664495562
6.25,3.24114162,3.30379814,-0.0626565143
6.26,3.37721037,3.43457777,-0.057367397
6.27,3.50158462,3.5520913,-0.0505066717
6.28,3.613361,3.65541331,-0.0420523134
6.29,3.71168175,3.74368862,-0.0320068723
6.3,3.79575575,3.81626489,-0.0205091358
6.31,3.86487912,3.87262952,-0.00775039333
6.32,3.91844137,3.91239963,0.00604174715
6.33,3.95593837,3.93535025,0.020588129
6.34,3.97697425,3.94141921,0.0355550399
6.35,3.9813215,3.93070835,0.0506131494
6.36,3.96887988,3.90348267,0.0653972073
6.37,3.93972375,3.86016606,0.0795576917
6.38,3.89410425,3.80133447,0.0927697777
6.39,3.83243475,3.72770658,0.104728166
6.4,3.7553335,3.64013137,0.11520213
6.41,3.66358,3.53957483,0.124005172
6.42,3.55813488,3.42710332,0.131031554
6.43,3.44012188,3.30386687,0.136255005
6.44,3.31080425,3.17108067,0.139723575
6.45,3.17157125,3.03000594,0.141565312
6.46,3.0239045,2.88193096,0.141973539
6.47,2.86937088,2.728152,0.141218873
6.48,2.70956,2.56995507,0.139604935
6.49,2.54607813,2.40859861,0.13747952
6.5,2.38048875,2.24529745,0.135191296
6.51,2.2143065,2.0812085,0.133097996
6.52,2.04894163,1.91741805,0.131523574
6.53,1.88570163,1.75493133,0.130770293
6.54,1.7257235,1.5946639,0.131059605
6.55,1.57000113,1.43743549,0.13256564
6.56,1.41932663,1.28396564,0.135360982
6.57,1.2743305,1.13487175,0.139458754
6.58,1.13542488,0.990668889,0.144755986
6.59,1.00286138,0.851771431,0.151089944
6.6,0.876707125,0.718497082,0.158210043
6.61,0.756878875,0.591070391,0.165808484
6.62,0.6431495,0.469630235,0.173519265
6.63,0.535188,0.354235497,0.180952503
6.64,0.432573625,0.244873953,0.187699672
6.65,0.33483875,0.141470558,0.193368192
6.66,0.24147975,0.0438952675,0.197584483
6.67,0.152002375,-0.0480267104,0.200029085
6.68,0.065941125,-0.134507724,0.200448849
6.69,-0.01712525,-0.215787472,0.198662222
6.7,-0.097544875,-0.292125434,0.194580559
6.71,-0.17559025,-0.363792488,0.188202238
