'y-axis saved as y
'Q,PG3_59703-1.xye,SigmaYobs,Ycalc,Diff
31.2941385,45.2278891,2.55801606,0,0
31.2690456,46.1950514,2.57497874,0,0
31.2439729,45.029229,2.55076824,0,0
31.2189205,46.265343,2.57496871,0,0
31.1938881,45.1090651,2.54926754,0,0
31.1688759,47.3059069,2.5857466,0,0
31.1438838,45.8298717,2.55303974,0,0
31.1189118,44.8158771,2.5288186,0,0
31.0939599,46.3875425,2.55194914,0,0
31.069028,47.7493705,2.57313686,0,0
31.0441162,47.4584281,2.56314769,0,0
31.0192245,47.2185728,2.55950743,0,0
30.9943528,46.4304111,2.54330581,0,0
30.969501,46.4136592,2.54189346,0,0
30.9446693,45.5609003,2.52784633,0,0
30.9198575,46.778576,2.54610712,0,0
30.8950658,46.9989979,2.54066642,0,0
30.8702939,47.9832009,2.55022471,0,0
30.845542,46.9317239,2.5256187,0,0
30.82081,46.9167515,2.52214219,0,0
30.7960979,47.5279759,2.53192702,0,0
30.7714056,47.223397,2.5275781,0,0
30.7467332,45.2256438,2.49326433,0,0
30.7220807,46.7629511,2.52201188,0,0
30.697448,47.5853459,2.52865209,0,0
30.6728351,48.1325492,2.53277104,0,0
30.6482419,46.6351192,2.5030627,0,0
30.6236686,45.585274,2.4818944,0,0
30.5991151,46.6490113,2.49382463,0,0
30.5745813,47.3515493,2.50300981,0,0
30.5500672,45.4549558,2.4692182,0,0
30.5255728,46.054346,2.48019314,0,0
30.5010981,46.2705015,2.47827076,0,0
30.4766432,46.2069993,2.46742173,0,0
30.4522079,47.2518542,2.48539408,0,0
30.4277922,45.4414754,2.45050078,0,0
30.4033962,47.4969549,2.48496585,0,0
30.3790198,47.3700895,2.47751844,0,0
30.3546631,47.5829127,2.47806996,0,0
30.3303259,46.8823865,2.46374146,0,0
30.3060082,46.70669,2.45960155,0,0
30.2817101,47.3414128,2.46887391,0,0
30.2574316,47.2391937,2.46215245,0,0
30.2331726,46.0694026,2.43955697,0,0
30.2089331,45.8158514,2.43188225,0,0
30.1847131,46.117139,2.43349641,0,0
30.1605126,47.3963379,2.45301595,0,0
30.1363316,44.8743858,2.40256715,0,0
30.11217,47.0194567,2.43786835,0,0
30.0880278,47.2736068,2.4385191,0,0
30.0639051,47.7135171,2.44407046,0,0
30.0398017,47.6184489,2.44123752,0,0
30.0157177,47.718935,2.43996816,0,0
29.9916531,47.1960294,2.42710072,0,0
29.9676079,45.9754542,2.40313934,0,0
29.9435819,46.722208,2.41357348,0,0
29.9195754,46.7217064,2.41012782,0,0
29.8955881,46.3089874,2.40143138,0,0
29.8716201,47.2295349,2.41815203,0,0
29.8476713,45.7220278,2.38443898,0,0
29.8237419,46.7335112,2.39700003,0,0
29.7998317,46.1435068,2.38470105,0,0
29.7759407,46.0311169,2.38499608,0,0
29.7520689,46.2953678,2.39008297,0,0
29.7282164,45.7323435,2.37783344,0,0
29.704383,45.4997296,2.36831408,0,0
29.6805687,46.4057888,2.37698486,0,0
29.6567736,46.3806783,2.37255227,0,0
29.6329977,46.7458129,2.37645892,0,0
29.6092409,46.0059926,2.35797433,0,0
29.5855032,48.5453119,2.39996161,0,0
29.5617845,47.4604464,2.38181401,0,0
29.5380849,46.8353678,2.37264576,0,0
29.5144045,46.4581132,2.3642106,0,0
29.490743,47.3293562,2.37554025,0,0
29.4671006,46.995083,2.36655778,0,0
29.4434772,47.8468756,2.37895081,0,0
29.4198727,47.4530507,2.36737734,0,0
29.3962873,46.1980534,2.34402658,0,0
29.3727208,45.6440595,2.33250297,0,0
29.3491733,46.6837684,2.34653204,0,0
29.3256447,47.2689718,2.35341813,0,0
29.302135,47.4179716,2.35263921,0,0
29.2786443,47.8010267,2.35529901,0,0
29.2551724,46.8876162,2.33621234,0,0
29.2317193,46.0439869,2.31991449,0,0
29.2082852,46.4447326,2.32820303,0,0
29.1848699,46.4222564,2.32539677,0,0
29.1614734,46.2043846,2.31642472,0,0
29.1380958,47.8148069,2.33982634,0,0
29.1147369,46.8503203,2.31902293,0,0
29.0913968,46.7807853,2.31458097,0,0
29.0680755,45.9509994,2.29838302,0,0
29.0447729,47.7188617,2.32890683,0,0
29.0214891,46.6054208,2.30770003,0,0
28.998224,45.7194709,2.28797645,0,0
28.9749776,45.8754276,2.28497432,0,0
28.9517499,47.0070274,2.3017759,0,0
28.9285408,47.081238,2.30405662,0,0
28.9053505,46.3493864,2.28786884,0,0
28.8821788,45.5260778,2.2687746,0,0
28.8590256,46.9960726,2.29199743,0,0
28.8358912,47.2693441,2.29444469,0,0
28.8127753,46.6927774,2.28128979,0,0
28.789678,48.0342232,2.30309539,0,0
28.7665992,47.2175552,2.28781076,0,0
28.7435391,47.188444,2.28464878,0,0
28.7204975,47.495066,2.28893304,0,0
28.6974743,47.0032696,2.27824845,0,0
28.6744698,46.6925427,2.27162556,0,0
28.6514837,46.0978209,2.26090805,0,0
28.6285161,47.9100093,2.29072943,0,0
28.6055669,46.5726731,2.26492205,0,0
28.5826362,47.2075062,2.27285514,0,0
28.5597239,46.7831864,2.26247124,0,0
28.5368301,46.8991016,2.26178351,0,0
28.5139547,47.0304312,2.26147596,0,0
28.4910976,46.9858227,2.25680022,0,0
28.468259,46.9494611,2.25268192,0,0
28.4454386,46.8255426,2.2500875,0,0
28.4226367,47.2889359,2.25680076,0,0
28.3998531,47.8522556,2.26316018,0,0
28.3770877,47.422843,2.25233346,0,0
28.3543407,47.10974,2.24862713,0,0
28.331612,48.1563151,2.26505268,0,0
28.3089016,46.4942344,2.23053687,0,0
28.2862094,46.2575791,2.22272949,0,0
28.2635354,46.7834857,2.23273774,0,0
28.2408797,47.4578912,2.24265234,0,0
28.2182422,47.3524197,2.23699251,0,0
28.1956229,47.0346513,2.22895184,0,0
28.1730217,46.9209061,2.22592119,0,0
28.1504388,48.0292691,2.24675682,0,0
28.127874,47.7392607,2.23729327,0,0
28.1053273,46.7043946,2.21331664,0,0
28.0827988,47.3322816,2.22238722,0,0
28.0602884,46.9185171,2.21409783,0,0
28.037796,47.245766,2.21862192,0,0
28.0153218,47.3239989,2.21588614,0,0
27.9928656,47.9262782,2.21868074,0,0
27.9704275,46.6932349,2.19565446,0,0
27.9480074,46.0654259,2.18609285,0,0
27.9256053,47.465964,2.20710599,0,0
27.9032213,47.5491488,2.20710112,0,0
27.8808552,47.4313819,2.20356824,0,0
27.8585071,47.73188,2.20774017,0,0
27.836177,47.0025217,2.19163964,0,0
27.8138648,46.8358512,2.18299987,0,0
27.7915706,48.3615085,2.20488394,0,0
27.7692942,45.9309929,2.16292209,0,0
27.7470359,47.3977515,2.18610654,0,0
27.7247954,46.6885871,2.17502446,0,0
27.7025727,46.9740913,2.18124155,0,0
27.6803679,47.127489,2.18294238,0,0
27.658181,47.1901688,2.18192522,0,0
27.6360119,46.4488309,2.16500794,0,0
27.6138607,47.0049517,2.17091116,0,0
27.5917272,47.5797808,2.17807676,0,0
27.5696115,47.6371591,2.17695116,0,0
27.5475136,46.2797332,2.15322186,0,0
27.5254335,46.3974495,2.15554774,0,0
27.5033711,47.5922339,2.17162057,0,0
27.4813264,47.1058349,2.15940151,0,0
27.4592995,47.1439315,2.15746396,0,0
27.4372903,46.8894424,2.14974672,0,0
27.4152987,47.0021321,2.14918891,0,0
27.3933248,47.0787352,2.14886748,0,0
27.3713687,46.795075,2.14402787,0,0
27.3494301,47.2032556,2.14776841,0,0
27.3275092,47.6194894,2.14937294,0,0
27.3056059,47.2958374,2.14355299,0,0
27.2837202,46.7543455,2.1344539,0,0
27.2618521,47.4736627,2.14256138,0,0
27.2400016,47.1471345,2.13171906,0,0
27.2181686,46.3415314,2.1145,0,0
27.1963532,46.4806793,2.11605874,0,0
27.1745553,47.6516672,2.133596,0,0
27.152775,47.8162295,2.1364523,0,0
27.1310121,45.7892006,2.10294035,0,0
27.1092667,46.7584631,2.11640947,0,0
27.0875389,45.9872801,2.10159348,0,0
27.0658285,46.9865036,2.11528138,0,0
27.0441355,48.2569241,2.13440936,0,0
27.02246,46.8884267,2.11021107,0,0
27.0008018,47.7736629,2.11913612,0,0
26.9791611,47.084752,2.10443044,0,0
26.9575378,47.8124322,2.11901692,0,0
26.9359319,45.998199,2.08853329,0,0
26.9143433,46.4334565,2.08951819,0,0
26.8927721,47.2386217,2.09964115,0,0
26.8712182,47.8294148,2.10972094,0,0
26.8496816,47.0701055,2.09596638,0,0
26.8281624,47.5314713,2.10073562,0,0
26.8066604,47.3734528,2.09607719,0,0
26.7851758,46.7664622,2.08341086,0,0
26.7637083,48.5612263,2.10825222,0,0
26.7422582,47.7990539,2.09417209,0,0
26.7208253,47.1326948,2.08376931,0,0
26.6994096,46.8968547,2.07854372,0,0
26.6780111,46.8628794,2.07447153,0,0
26.6566298,46.6961983,2.06761149,0,0
26.6352657,46.760531,2.06743235,0,0
26.6139188,46.5491274,2.06340341,0,0
26.592589,46.7570141,2.06376924,0,0
26.5712764,46.3602385,2.05335316,0,0
26.5499809,47.4946628,2.06865249,0,0
26.5287025,47.5149307,2.07038947,0,0
26.5074412,46.6815009,2.05759482,0,0
26.486197,46.3271723,2.05010634,0,0
26.4649699,46.4257986,2.04484287,0,0
26.4437598,47.3151826,2.05326017,0,0
26.4225668,47.0852622,2.0489318,0,0
26.4013908,47.3392055,2.0535545,0,0
26.3802318,47.5310161,2.05517588,0,0
26.3590898,47.1967216,2.04552085,0,0
26.3379648,47.2689703,2.04462164,0,0
26.3168568,47.8239721,2.05312724,0,0
26.2957657,47.3613898,2.04300381,0,0
26.2746917,47.3545744,2.04143665,0,0
26.2536345,47.0388833,2.03501034,0,0
26.2325942,48.3112023,2.05236072,0,0
26.2115709,46.0721249,2.01464148,0,0
26.1905645,46.8459093,2.02678085,0,0
26.1695749,46.7190304,2.02424782,0,0
26.1486023,45.9637703,2.01167506,0,0
26.1276464,47.1506357,2.02690582,0,0
26.1067074,46.7207522,2.01744278,0,0
26.0857852,47.4738802,2.02797681,0,0
26.0648799,47.3132589,2.02510206,0,0
26.0439913,47.3853551,2.0249884,0,0
26.0231195,45.980288,2.00083321,0,0
26.0022645,46.7758222,2.00937657,0,0
25.9814263,46.786572,2.00670597,0,0
25.9606048,47.1447621,2.01136354,0,0
25.9398,45.7160236,1.98822367,0,0
25.919012,47.5261464,2.01293101,0,0
25.8982406,47.3185762,2.00585028,0,0
25.8774859,47.5244977,2.00829361,0,0
25.856748,46.4639706,1.99207708,0,0
25.8360266,47.0992199,1.99994847,0,0
25.815322,47.1480817,2.00049032,0,0
25.7946339,46.2526218,1.98574287,0,0
25.7739625,46.8940318,1.99315767,0,0
25.7533077,46.4327915,1.98335388,0,0
25.7326695,47.2973787,1.99494193,0,0
25.7120479,47.0839941,1.99114464,0,0
25.6914428,47.7888296,2.00146805,0,0
25.6708544,47.1413671,1.98881732,0,0
25.6502824,48.1108259,1.9995642,0,0
25.629727,45.8293301,1.96212516,0,0
25.6091881,47.6182457,1.98757916,0,0
25.5886657,46.9706006,1.97619947,0,0
25.5681597,47.6251386,1.98433223,0,0
25.5476703,46.7774412,1.96961442,0,0
25.5271973,46.7335772,1.9689004,0,0
25.5067408,47.1383069,1.97447438,0,0
25.4863007,46.7837218,1.96654874,0,0
25.4658771,46.8479643,1.96649179,0,0
25.4454698,46.6948148,1.96264513,0,0
25.425079,47.3287842,1.96985168,0,0
25.4047045,46.214054,1.95190118,0,0
25.3843464,47.5763198,1.9713087,0,0
25.3640046,47.600802,1.96832239,0,0
25.3436792,47.1709948,1.95818438,0,0
25.3233702,47.7418632,1.96558045,0,0
25.3030774,46.9961718,1.95523399,0,0
25.2828009,47.4420787,1.96142499,0,0
25.2625408,46.8247393,1.94851745,0,0
25.2422969,47.8310863,1.96073983,0,0
25.2220693,46.9275469,1.94609734,0,0
25.2018579,47.7354584,1.95975575,0,0
25.1816628,45.7814634,1.93211722,0,0
25.1614839,47.1568232,1.95021946,0,0
25.1413212,47.5794339,1.95231361,0,0
25.1211747,47.067028,1.94001369,0,0
25.1010444,47.1994579,1.9387052,0,0
25.0809302,46.5929934,1.9274217,0,0
25.0608323,46.6336413,1.92645786,0,0
25.0407504,47.0611826,1.93390386,0,0
25.0206847,47.3909994,1.93690893,0,0
25.0006352,47.0146722,1.92948707,0,0
24.9806017,47.9826432,1.9450989,0,0
24.9605843,46.2442981,1.91578419,0,0
24.940583,46.8770101,1.92021464,0,0
24.9205978,46.3304402,1.90858435,0,0
24.9006286,47.3212203,1.92242475,0,0
24.8806755,47.1765178,1.92107208,0,0
24.8607384,47.644312,1.92691542,0,0
24.8408173,46.6442186,1.90884346,0,0
24.8209122,46.9603373,1.91056141,0,0
24.8010232,47.8112765,1.91933361,0,0
24.7811501,47.4423929,1.91327378,0,0
24.7612929,47.3869731,1.91406577,0,0
24.7414517,46.591645,1.90156123,0,0
24.7216265,47.1549724,1.90752042,0,0
24.7018172,46.7149008,1.90005273,0,0
24.6820238,47.6799349,1.91326754,0,0
24.6622463,47.5567287,1.90976451,0,0
24.6424846,47.3128149,1.90272614,0,0
24.6227389,46.6507156,1.88996889,0,0
24.603009,48.3219106,1.91255029,0,0
24.583295,46.9492233,1.89301089,0,0
24.5635968,47.0220709,1.89264624,0,0
24.5439144,47.9338233,1.90377193,0,0
24.5242479,47.0178808,1.8907837,0,0
24.5045971,45.621554,1.87038094,0,0
24.4849621,47.1480417,1.89238631,0,0
24.4653429,46.4634811,1.88228184,0,0
24.4457394,47.1044905,1.88998547,0,0
24.4261518,47.836616,1.89628564,0,0
24.4065798,47.4933577,1.88916376,0,0
24.3870235,47.0996429,1.88369111,0,0
24.367483,46.5135361,1.87433042,0,0
24.3479582,47.310152,1.88369123,0,0
24.328449,47.9416752,1.89238585,0,0
24.3089556,46.7573919,1.87318864,0,0
24.2894777,47.1171726,1.87496697,0,0
24.2700155,47.6155903,1.88001704,0,0
24.250569,46.9537815,1.87159023,0,0
24.2311381,46.4153446,1.86434136,0,0
24.2117228,47.2042194,1.87229372,0,0
24.1923231,46.4072451,1.85666975,0,0
24.1729389,47.4321364,1.86730761,0,0
24.1535704,47.633607,1.86668198,0,0
24.1342173,47.389059,1.86161007,0,0
24.1148799,47.9075758,1.87004312,0,0
24.0955579,46.8684349,1.85504057,0,0
24.0762516,47.1712796,1.85694727,0,0
24.0569607,47.6762087,1.86319537,0,0
24.0376852,47.5049274,1.8610275,0,0
24.0184253,47.8568469,1.86596352,0,0
23.9991809,47.6261987,1.86047176,0,0
23.9799519,46.9466377,1.84897619,0,0
23.9607383,47.1585403,1.84839498,0,0
23.9415402,47.1514839,1.84635345,0,0
23.9223575,47.1840088,1.84703376,0,0
23.9031902,47.3607167,1.84832399,0,0
23.8840383,47.2237431,1.8452754,0,0
23.8649018,47.6085078,1.84847069,0,0
23.8457807,47.7055401,1.84787907,0,0
23.8266749,47.1286298,1.83728224,0,0
23.8075845,48.0403074,1.84756138,0,0
23.7885094,46.9005748,1.83020401,0,0
23.7694496,46.5894065,1.82760319,0,0
23.7504051,45.943849,1.81826863,0,0
23.7313759,46.4632434,1.82281422,0,0
23.712362,47.0288454,1.8305524,0,0
23.6933634,46.4200899,1.82132767,0,0
23.67438,47.553788,1.83535234,0,0
23.6554119,46.4059925,1.81700168,0,0
23.636459,46.6829745,1.81895277,0,0
23.6175214,47.1715757,1.82489948,0,0
