,Frequency,Z real,Z imag,Fit real,Fit imag,Dataset,sample_name,material_name,height,diameter
0,2000039.0,-814.1242,15788.89,5953.019108852796,25666.187163760664,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
1,1588711.0,-543.0718,21145.87,7495.72663177619,31379.00258832392,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
2,1261992.0,-887.5576,27383.98,9482.868848653685,38332.26297846261,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
3,1002539.0,661.3589,35860.21,12060.21893108329,46777.18725377817,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
4,796289.1,2081.364,45537.77,15426.780308582684,57004.67507024297,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
5,632460.9,4186.397,56092.49,19854.739725324525,69344.01698398031,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
6,502382.8,7695.217,69492.39,25715.846061766966,84155.18188470452,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
7,399257.8,17414.03,84333.58,33514.805708415115,101809.84618403343,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
8,316992.2,22066.81,106207.2,43928.51268213595,122653.9013150908,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
9,251835.9,34647.89,122323.5,57845.89519434756,146941.4971027943,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
10,200039.1,34410.61,127808.8,76395.39033322263,174729.15782206267,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
11,159023.4,150792.4,278531.1,100934.38827952273,205721.6298980335,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
12,126210.9,98717.7,202046.7,132958.86023729923,239075.39638670234,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
13,100429.7,126103.7,249210.8,173880.67141786165,273199.46203749673,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
14,79804.69,175715.0,282315.7,224636.51324330067,305647.74196687853,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
15,63398.44,220314.9,307979.1,285166.20063296036,333249.3866953425,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
16,50273.44,275461.4,316607.3,353934.96595110744,352607.1805580753,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
17,39960.94,370216.1,335625.3,427797.17607170297,360935.45057951147,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
18,31757.81,437592.8,347914.6,502446.3309583373,356939.3864358176,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
19,25195.31,497488.0,377906.7,573386.8320399999,341276.7582713286,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
20,20039.06,572160.8,349028.8,636997.5077898182,316321.45496391045,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
21,16054.69,644662.8,321382.3,691186.7342213631,285375.5805774909,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
22,12773.44,643636.3,269917.1,735438.4579671716,251771.08518173528,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
23,9946.65,726435.7,214410.1,770414.4227028047,218240.64182087823,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
24,7888.72,780288.3,218670.4,797420.0932498906,186672.75260868683,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
25,6288.11,791258.7,193933.2,817959.2812539526,158156.81882956615,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
26,5039.063,789430.8,156066.9,833456.22386018,133165.37874515142,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
27,4001.524,805941.1,132659.5,845126.3534287144,111758.84652624435,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
28,3161.337,816421.2,113326.6,853944.3053458605,93756.51691318782,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
29,2507.267,829587.3,87850.36,860662.3545919588,78859.0242324092,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
30,1979.167,834694.6,77809.89,865848.3133862193,66727.44057316631,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
31,1598.011,841321.8,65750.56,869926.176012407,57030.22581084992,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
32,1257.622,843487.0,55941.62,873212.1623213689,49468.77373327439,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
33,1004.464,848738.9,52484.48,875943.9431521322,43789.78304948212,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
34,800.3049,851340.4,50362.56,878303.2304428308,39790.10125577431,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
35,631.0096,855848.6,46649.25,880432.8145510865,37317.67563416108,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
36,498.6702,858883.8,47299.44,882449.308564691,36270.85574868994,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
37,397.2458,861871.9,47430.35,884452.7393428591,36597.39923522041,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
38,319.6023,867990.9,49422.13,886533.9163106029,38293.989019393965,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
39,251.1161,872951.7,48614.14,888780.3026515895,41406.75575905309,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
40,200.8929,870132.3,54726.25,891280.9423015269,46033.13061318293,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
41,158.0056,880654.8,65886.54,894130.8666026084,52325.276054394366,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
42,126.6892,883963.6,73071.24,897435.3129275326,60495.32278316043,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
43,99.734,884944.3,86670.16,901314.0273955393,70822.65899390737,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
44,79.44915,899687.0,97203.1,905905.8885335423,83663.56316984669,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
45,63.34459,942386.2,114879.5,911374.0731845715,99463.53767485493,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
46,49.86702,918178.9,140650.6,917911.986393791,118772.7856546946,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
47,39.72458,932530.0,153824.5,925750.1910076501,142265.3785242289,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
48,31.88775,945245.8,181724.4,935164.599034949,170762.7876878265,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
49,24.93351,963315.0,208092.1,946486.2251106523,205262.605585821,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
50,19.94681,979552.0,243726.9,960112.8531414813,246973.46240835835,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
51,15.94388,1001335.0,282549.8,976523.0315705996,297357.3618730133,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
52,12.40079,1026903.0,335492.8,996292.8925190708,358180.91972480627,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
53,9.91015,1047631.0,393043.5,1020116.3878609375,431577.3010893265,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
54,7.971939,1074715.0,458887.9,1048829.6543051447,520121.0283787174,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
55,6.351626,1105006.0,539484.9,1083440.3638363099,626918.2832495626,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
56,5.095109,1133692.0,636304.4,1125163.090381335,755715.8699690014,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
57,4.040948,1169274.0,757989.3,1175461.9343835725,911032.6625303664,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
58,3.175813,1210665.0,915245.9,1236101.9014373305,1098318.1469485275,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
59,2.547554,1256891.0,1094875.0,1309210.83816446,1324143.6210437377,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
60,2.020474,1308790.0,1325845.0,1397354.0988562217,1596432.7600562798,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
61,1.605308,1370480.0,1608697.0,1503624.56303976,1924739.6378367632,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
62,1.273777,1446367.0,1959671.0,1631751.1627224432,2320583.958601919,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
63,1.010237,1541181.0,2392718.0,1786229.7275118984,2797855.261766782,"(45, 1)",AC044_20241210_Final,Li$_{1.9}$Zn$_{0.9}$Zr$_{0.07}$Cl$_4$,1.208,6
