'y-axis saved as y
'Q,BL21Robot0302_FY25c1-2025-01-14-1328_scan2.xye,SigmaYobs,Ycalc,Diff
0.167602889,38.3777818,6.19498037,0,0
0.168354447,38.2486686,6.1845508,0,0
0.169106005,38.3734732,6.19463261,0,0
0.169857563,36.9796414,6.08108883,0,0
0.170609121,36.9358503,6.07748717,0,0
0.171360678,35.3931096,5.94921083,0,0
0.172112235,36.8434924,6.06988405,0,0
0.172863792,36.6579216,6.05457856,0,0
0.173615348,34.5842635,5.88083867,0,0
0.174366904,34.9561728,5.91237455,0,0
0.17511846,36.1459476,6.01215,0,0
0.175870015,34.8498752,5.90337829,0,0
0.17662157,35.7323985,5.97765828,0,0
0.177373125,34.6539794,5.88676306,0,0
0.178124679,36.039473,6.00328852,0,0
0.178876233,35.1664682,5.93013223,0,0
0.179627787,34.2975753,5.85641317,0,0
0.18037934,33.4888654,5.78695649,0,0
0.181130893,34.58621,5.88100416,0,0
0.181882445,35.0457711,5.91994688,0,0
0.182633998,34.5168523,5.87510445,0,0
0.18338555,33.5724991,5.79417803,0,0
0.184137101,34.6082703,5.88287943,0,0
0.184888652,33.9601571,5.8275344,0,0
0.185640203,32.2003836,5.67453818,0,0
0.186391754,33.6394957,5.79995652,0,0
0.187143304,34.2681733,5.8539024,0,0
0.187894854,32.9758047,5.74245633,0,0
0.188646403,33.1606864,5.75853162,0,0
0.189397952,33.2743127,5.76838909,0,0
0.190149501,32.6196304,5.71135977,0,0
0.190901049,32.1098882,5.66655876,0,0
0.191652597,32.1110392,5.66666032,0,0
0.192404145,31.1992981,5.58563319,0,0
0.193155692,32.6153903,5.71098855,0,0
0.193907239,31.3721474,5.60108448,0,0
0.194658785,31.4602919,5.60894749,0,0
0.195410331,32.5345978,5.70391075,0,0
0.196161877,32.2349165,5.67758016,0,0
0.196913423,31.6359109,5.62458096,0,0
0.197664968,31.8066064,5.63973461,0,0
0.198416512,31.189421,5.58474896,0,0
0.199168057,30.6724629,5.53827256,0,0
0.1999196,31.6931532,5.62966724,0,0
0.200671144,30.7696441,5.54703922,0,0
0.201422687,32.1038761,5.66602825,0,0
0.20217423,30.9375549,5.5621538,0,0
0.202925772,32.6109007,5.71059547,0,0
0.203677314,31.6624954,5.6269437,0,0
0.204428856,31.1242451,5.57891075,0,0
0.205180397,30.1549042,5.49134812,0,0
0.205931938,30.0449596,5.48132827,0,0
0.206683478,30.248627,5.49987518,0,0
0.207435018,30.8254535,5.5520675,0,0
0.208186558,30.7405826,5.54441905,0,0
0.208938097,30.6087297,5.53251567,0,0
0.209689636,30.9384877,5.56223765,0,0
0.210441174,30.4594188,5.51900523,0,0
0.211192712,29.6972697,5.44952014,0,0
0.21194425,30.8340099,5.552838,0,0
0.212695787,30.6642335,5.53752955,0,0
0.213447324,29.8446178,5.46302277,0,0
0.21419886,30.0917822,5.48559771,0,0
0.214950396,30.0598835,5.48268944,0,0
0.215701932,30.053898,5.48214356,0,0
0.216453467,29.4565526,5.42738912,0,0
0.217205002,29.0242778,5.38741847,0,0
0.217956536,29.9592923,5.47350822,0,0
0.21870807,28.9896649,5.38420513,0,0
0.219459604,29.5494613,5.43594162,0,0
0.220211137,29.6471676,5.44492127,0,0
0.22096267,29.257996,5.4090661,0,0
0.221714202,28.6070159,5.34855269,0,0
0.222465734,29.0546547,5.39023698,0,0
0.223217265,28.8106854,5.36755861,0,0
0.223968796,29.2854432,5.41160264,0,0
0.224720327,28.7101934,5.35818938,0,0
0.225471857,28.9782549,5.38314545,0,0
0.226223386,30.7447685,5.54479652,0,0
0.226974916,29.3136964,5.41421244,0,0
0.227726445,28.1630544,5.30688745,0,0
0.228477973,28.519521,5.34036713,0,0
0.229229501,27.5761109,5.25129612,0,0
0.229981029,28.4290858,5.33189327,0,0
0.230732556,29.1601623,5.40001503,0,0
0.231484082,29.2444548,5.40781424,0,0
0.232235609,27.93794,5.28563525,0,0
0.232987134,29.2000079,5.40370316,0,0
0.23373866,27.9755403,5.28919089,0,0
0.234490185,29.2158679,5.40517048,0,0
0.235241709,27.8933952,5.28141981,0,0
0.235993233,27.8554371,5.27782503,0,0
0.236744757,28.4049011,5.32962486,0,0
0.23749628,27.8486536,5.27718235,0,0
0.238247802,28.2356084,5.31371889,0,0
0.238999325,28.5246153,5.34084406,0,0
0.239750846,27.8280966,5.27523427,0,0
0.240502368,28.5504994,5.34326674,0,0
0.241253888,28.2288149,5.31307961,0,0
0.242005409,27.9089622,5.28289336,0,0
0.242756929,28.4828143,5.33692929,0,0
0.243508448,28.8777532,5.37380249,0,0
0.244259967,27.9540121,5.28715539,0,0
0.245011486,29.2908194,5.41209936,0,0
0.245763004,28.8592464,5.37208026,0,0
0.246514521,28.3771148,5.32701744,0,0
0.247266038,28.4837057,5.3370128,0,0
0.248017555,29.2080886,5.40445082,0,0
0.248769071,28.1405058,5.30476255,0,0
0.249520587,28.4564691,5.33446053,0,0
0.250272102,28.3096123,5.3206778,0,0
0.251023617,28.6967681,5.35693645,0,0
0.251775131,28.6598,5.35348484,0,0
0.252526645,28.3276235,5.3223701,0,0
0.253278158,29.3351173,5.41619029,0,0
0.254029671,27.915881,5.28354814,0,0
0.254781183,28.0840491,5.29943856,0,0
0.255532695,28.6256788,5.35029708,0,0
0.256284207,28.2029064,5.31064086,0,0
0.257035717,29.0302506,5.38797277,0,0
0.257787228,28.4873096,5.33735043,0,0
0.258538738,28.2258126,5.31279706,0,0
0.259290247,28.1957977,5.30997154,0,0
0.260041756,28.6231244,5.35005835,0,0
0.260793265,28.4210661,5.33114117,0,0
0.261544772,28.1281258,5.30359555,0,0
0.26229628,28.4352212,5.33246859,0,0
0.263047787,28.2375776,5.31390418,0,0
0.263799293,27.9188804,5.28383198,0,0
0.264550799,28.2981157,5.31959733,0,0
0.265302305,27.7933668,5.27194146,0,0
0.26605381,27.6005813,5.25362554,0,0
0.266805314,28.3847635,5.32773531,0,0
0.267556818,28.8543275,5.37162243,0,0
0.268308321,28.6500693,5.35257595,0,0
0.269059824,27.774286,5.27013149,0,0
0.269811326,28.2603568,5.3160471,0,0
0.270562828,28.9769716,5.38302625,0,0
0.27131433,27.5022069,5.24425465,0,0
0.27206583,28.1941523,5.3098166,0,0
0.272817331,28.4150642,5.33057823,0,0
0.273568831,28.0205412,5.29344323,0,0
0.27432033,28.4718436,5.33590138,0,0
0.275071829,29.4192655,5.42395294,0,0
0.275823327,28.5312695,5.34146698,0,0
0.276574824,28.5227985,5.34067398,0,0
0.277326322,28.7703361,5.36379867,0,0
0.278077818,28.1229568,5.30310822,0,0
0.278829314,28.1578282,5.30639503,0,0
0.27958081,28.0066569,5.2921316,0,0
0.280332305,28.2269523,5.31290432,0,0
0.2810838,28.3960079,5.32879047,0,0
0.281835294,28.3748546,5.32680529,0,0
0.282586787,28.3191195,5.32157115,0,0
0.28333828,28.0358509,5.29488913,0,0
0.284089772,27.691114,5.2622347,0,0
0.284841264,28.2340526,5.31357249,0,0
0.285592755,27.9992746,5.29143408,0,0
0.286344246,28.5776049,5.34580255,0,0
0.287095736,27.4200344,5.23641427,0,0
0.287847226,27.834497,5.27584089,0,0
0.288598715,28.6989648,5.35714147,0,0
0.289350204,28.2657901,5.31655811,0,0
0.290101692,28.9231266,5.37802256,0,0
0.290853179,28.1057546,5.30148608,0,0
0.291604666,27.8344281,5.27583435,0,0
0.292356152,27.7937265,5.27197558,0,0
0.293107638,28.4607241,5.33485933,0,0
0.293859123,28.5890537,5.34687327,0,0
0.294610608,27.4606912,5.24029495,0,0
0.295362092,28.7278205,5.35983399,0,0
0.296113576,27.7809861,5.27076713,0,0
0.296865058,27.268075,5.22188424,0,0
0.297616541,28.2261403,5.3128279,0,0
0.298368023,28.5788101,5.34591528,0,0
0.299119504,26.8533716,5.18202389,0,0
0.299870985,27.6920433,5.262323,0,0
0.300622465,27.806898,5.27322463,0,0
0.301373944,28.5176628,5.34019314,0,0
0.302125423,28.3706826,5.32641367,0,0
0.302876902,27.8002068,5.27259014,0,0
0.30362838,27.6514611,5.25846566,0,0
0.304379857,27.7166704,5.26466242,0,0
0.305131334,27.5514173,5.2489444,0,0
0.30588281,28.3180502,5.32147068,0,0
0.306634285,27.8750462,5.2796824,0,0
0.30738576,28.5914891,5.347101,0,0
0.308137234,27.6528887,5.2586014,0,0
0.308888708,27.7142529,5.26443282,0,0
0.309640181,27.834199,5.27581264,0,0
0.310391654,28.2082864,5.31114737,0,0
0.311143126,27.8189784,5.27436996,0,0
0.311894597,27.0953527,5.20531965,0,0
0.312646068,27.4223805,5.23663829,0,0
0.313397538,27.8319468,5.27559919,0,0
0.314149008,28.1012895,5.30106494,0,0
0.314900477,27.8745564,5.27963601,0,0
0.315651945,27.1992391,5.21528898,0,0
0.316403413,27.171826,5.21266017,0,0
0.31715488,28.1034387,5.30126765,0,0
0.317906347,27.6210142,5.25556983,0,0
0.318657813,26.6031701,5.1578261,0,0
0.319409278,27.7216562,5.26513591,0,0
